12,Cabbage
28,Broccoli
18,Lettuce
44,Carrot
96,Corn
58,Apple
46,Orange
60,Banana
70,Grapes
32,Watermelon
45,Mango
75,Avocado
181,Ham
331,Roast Pork
520,Sausage
324,Fried Chicken Wing
131,Tuna
99,Boiled Shrimp
148,Boiled Egg
236,Fried Egg
366,White Rice
124,Spaghetti
455,Instant Noodles
